country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","14-04-2025 13:00:00",19.8389439,75.244448,CO,32,48,43
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","14-04-2025 13:00:00",19.863756,75.321188,PM2.5,38,67,51
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","14-04-2025 13:00:00",19.863756,75.321188,SO2,8,14,10
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","14-04-2025 13:00:00",19.863756,75.321188,OZONE,12,127,67
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","14-04-2025 13:00:00",19.16485,73.23409,NO2,24,153,43
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","14-04-2025 13:00:00",19.0243902,73.0406721,SO2,2,32,10
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","14-04-2025 13:00:00",19.0243902,73.0406721,CO,10,38,27
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","14-04-2025 13:00:00",19.205800,72.868200,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","14-04-2025 13:00:00",19.215859,72.831718,PM10,23,47,36
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","14-04-2025 13:00:00",19.215859,72.831718,NH3,4,9,8
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","14-04-2025 13:00:00",19.215859,72.831718,SO2,1,4,2
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","14-04-2025 13:00:00",19.0632143,72.8456324,PM2.5,29,65,44
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","14-04-2025 13:00:00",19.0632143,72.8456324,CO,4,17,14
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","14-04-2025 13:00:00",19.1653323,72.922099,CO,1,6,4
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","14-04-2025 13:00:00",19.053536,72.84643,SO2,1,4,3
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","14-04-2025 13:00:00",19.053536,72.84643,OZONE,1,16,10
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","14-04-2025 13:00:00",19.065931,72.862131,NO2,8,48,27
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","14-04-2025 13:00:00",19.065931,72.862131,CO,22,47,32
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","14-04-2025 13:00:00",19.23241,72.86895,PM10,39,80,57
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","14-04-2025 13:00:00",18.9767,72.8380,PM2.5,21,46,32
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","14-04-2025 13:00:00",21.001264,75.565602,PM10,63,362,114
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","14-04-2025 13:00:00",21.001264,75.565602,NO2,10,92,26
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","14-04-2025 13:00:00",21.001264,75.565602,CO,14,49,23
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","14-04-2025 13:00:00",19.854616,75.905894,NO2,35,171,102
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","14-04-2025 13:00:00",19.192056,72.9585188,PM2.5,12,31,22
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","14-04-2025 13:00:00",19.192056,72.9585188,OZONE,2,71,15
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","14-04-2025 13:00:00",19.309073,73.057223,NO2,34,55,42
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","14-04-2025 13:00:00",19.786089,72.757971,NH3,5,5,5
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","14-04-2025 13:00:00",19.786089,72.757971,OZONE,51,51,51
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","14-04-2025 13:00:00",19.962900,79.298714,CO,11,20,12
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","14-04-2025 13:00:00",20.918946,74.776388,NO2,3,22,8
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","14-04-2025 13:00:00",20.719516,77.000253,NO2,14,23,19
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","14-04-2025 13:00:00",20.719516,77.000253,NH3,4,7,5
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","14-04-2025 13:00:00",20.719516,77.000253,OZONE,10,93,45
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","14-04-2025 13:00:00",20.9402359,77.7895248,NH3,1,2,1
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB","14-04-2025 13:00:00",20.939198,77.765701,PM2.5,41,106,73
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","14-04-2025 13:00:00",16.7143745,74.2426398,OZONE,2,47,20
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","14-04-2025 13:00:00",18.39963,76.57452,SO2,5,31,12
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","14-04-2025 13:00:00",18.1023399,73.4783687,SO2,31,111,62
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","14-04-2025 13:00:00",20.555712,74.529236,PM2.5,60,126,79
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","14-04-2025 13:00:00",19.11074,72.86084,NO2,30,73,45
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","14-04-2025 13:00:00",18.63673,73.82487,CO,8,92,37
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","14-04-2025 13:00:00",18.59051,73.77946,PM2.5,36,71,55
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","14-04-2025 13:00:00",18.59051,73.77946,PM10,62,182,95
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","14-04-2025 13:00:00",18.614767,73.799516,PM10,83,127,103
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","14-04-2025 13:00:00",18.616318,73.765797,PM10,64,104,82
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","14-04-2025 13:00:00",18.616318,73.765797,SO2,1,7,3
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","14-04-2025 13:00:00",18.616318,73.765797,OZONE,1,30,12
India,Maharashtra,Pune,"Bhosari, Pune - IITM","14-04-2025 13:00:00",18.640051,73.848956,PM10,54,200,95
India,Maharashtra,Pune,"Bhosari, Pune - IITM","14-04-2025 13:00:00",18.640051,73.848956,NO2,20,102,47
India,Maharashtra,Pune,"Bhosari, Pune - IITM","14-04-2025 13:00:00",18.640051,73.848956,OZONE,1,46,21
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM","14-04-2025 13:00:00",18.605770,73.749976,PM10,52,274,91
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","14-04-2025 13:00:00",19.137500,72.915056,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","14-04-2025 13:00:00",19.137500,72.915056,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","14-04-2025 13:00:00",19.000084,72.856730,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","14-04-2025 13:00:00",19.060498,72.923356,OZONE,2,82,30
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","14-04-2025 13:00:00",19.000083,72.813993,PM2.5,3,34,15
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","14-04-2025 13:00:00",19.000083,72.813993,CO,34,68,52
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","14-04-2025 13:00:00",19.383200,72.820400,PM2.5,11,51,22
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","14-04-2025 13:00:00",19.383200,72.820400,NO2,45,83,57
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","14-04-2025 13:00:00",19.383200,72.820400,OZONE,7,7,7
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","14-04-2025 13:00:00",19.10861,72.83622,PM10,42,86,54
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","14-04-2025 13:00:00",18.9936162,72.8128113,PM2.5,60,67,62
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","14-04-2025 13:00:00",18.9936162,72.8128113,NO2,4,39,22
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","14-04-2025 13:00:00",18.9936162,72.8128113,SO2,4,10,7
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","14-04-2025 13:00:00",21.121801,79.04952,PM10,79,122,95
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","14-04-2025 13:00:00",21.143383,79.048912,PM2.5,67,179,101
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","14-04-2025 13:00:00",21.143383,79.048912,CO,11,62,24
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","14-04-2025 13:00:00",19.173852,77.296291,PM2.5,23,86,50
India,Maharashtra,Pune,"Karve Road, Pune - MPCB","14-04-2025 13:00:00",18.5011743,73.8165527,PM2.5,135,135,135
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","14-04-2025 13:00:00",18.454450,73.854155,PM2.5,31,66,50
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","14-04-2025 13:00:00",18.530085,73.849598,NO2,32,79,50
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","14-04-2025 13:00:00",18.547056,73.826908,PM2.5,18,31,25
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","14-04-2025 13:00:00",19.173852,77.296291,PM10,36,112,72
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","14-04-2025 13:00:00",19.173852,77.296291,NH3,4,5,4
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","14-04-2025 13:00:00",20.0073285,73.7762427,NO2,11,27,18
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","14-04-2025 13:00:00",20.0073285,73.7762427,NH3,4,6,5
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","14-04-2025 13:00:00",19.9591346,73.7788008,NO2,4,21,10
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","14-04-2025 13:00:00",18.96702,72.84214,OZONE,9,51,25
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","14-04-2025 13:00:00",19.1878657,72.8304069,PM10,32,65,43
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","14-04-2025 13:00:00",19.1878657,72.8304069,NH3,1,3,2
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","14-04-2025 13:00:00",18.897756,72.813320,PM2.5,NA,NA,NA
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","14-04-2025 13:00:00",19.090337,73.014232,SO2,2,4,2
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","14-04-2025 13:00:00",19.0575752,73.0151367,PM10,87,180,118
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","14-04-2025 13:00:00",19.02579,73.10297,OZONE,11,78,27
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","14-04-2025 13:00:00",19.265594,76.761463,PM10,36,94,55
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","14-04-2025 13:00:00",19.265594,76.761463,NO2,7,51,16
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","14-04-2025 13:00:00",19.265594,76.761463,SO2,1,13,6
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","14-04-2025 13:00:00",19.9591346,73.7788008,SO2,2,7,4
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","14-04-2025 13:00:00",21.869985,85.167016,NO2,40,58,49
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","14-04-2025 13:00:00",21.869985,85.167016,CO,13,42,26
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","14-04-2025 13:00:00",11.9309,79.8027,PM10,28,71,41
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","14-04-2025 13:00:00",11.9309,79.8027,CO,13,25,17
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","14-04-2025 13:00:00",11.9309,79.8027,OZONE,6,91,22
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","14-04-2025 13:00:00",31.620000,74.876512,PM2.5,17,98,53
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","14-04-2025 13:00:00",31.620000,74.876512,PM10,49,81,80
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","14-04-2025 13:00:00",31.620000,74.876512,NO2,11,22,16
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","14-04-2025 13:00:00",30.233011,74.907758,NO2,21,24,23
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","14-04-2025 13:00:00",25.5586,91.8985,SO2,4,5,5
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","14-04-2025 13:00:00",23.7176342,92.7192841,PM10,57,83,70
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","14-04-2025 13:00:00",23.7176342,92.7192841,NH3,NA,NA,NA
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","14-04-2025 13:00:00",23.7176342,92.7192841,SO2,2,2,2
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","14-04-2025 13:00:00",23.7176342,92.7192841,CO,3,3,3
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","14-04-2025 13:00:00",20.832874,85.104082,PM10,42,158,92
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","14-04-2025 13:00:00",20.832874,85.104082,OZONE,18,84,43
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","14-04-2025 13:00:00",21.51161,86.89088,PM2.5,27,78,45
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","14-04-2025 13:00:00",21.51161,86.89088,PM10,41,167,81
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","14-04-2025 13:00:00",31.0325454,76.5623046,SO2,5,8,7
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","14-04-2025 13:00:00",26.470859,74.646594,PM2.5,33,346,98
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","14-04-2025 13:00:00",27.554793,76.611536,NO2,12,108,30
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","14-04-2025 13:00:00",25.106006,76.469948,CO,46,119,82
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","14-04-2025 13:00:00",25.106006,76.469948,OZONE,30,166,163
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","14-04-2025 13:00:00",25.747299,71.393989,PM2.5,22,60,35
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","14-04-2025 13:00:00",31.321907,75.578914,NO2,30,36,32
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","14-04-2025 13:00:00","30.736056 ",76.209694,SO2,6,21,10
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","14-04-2025 13:00:00","30.736056 ",76.209694,CO,36,66,50
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","14-04-2025 13:00:00",30.9028,75.8086,CO,29,96,53
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","14-04-2025 13:00:00",30.649961,76.331442,SO2,NA,NA,NA
India,Punjab,Patiala,"Model Town, Patiala - PPCB","14-04-2025 13:00:00",30.349388,76.366642,OZONE,43,49,45
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","14-04-2025 13:00:00",19.222279,72.957979,CO,2,28,16
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","14-04-2025 13:00:00",19.235581,73.159121,PM2.5,43,227,76
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","14-04-2025 13:00:00",19.235581,73.159121,PM10,59,179,96
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","14-04-2025 13:00:00",19.235581,73.159121,OZONE,13,83,33
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","14-04-2025 13:00:00",19.4458210,72.7988231,NO2,4,32,12
India,Manipur,Imphal,"DM College of Science, Imphal - Manipur PCB","14-04-2025 13:00:00",24.8207389,93.9423085,PM2.5,11,47,23
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","14-04-2025 13:00:00",21.847279,85.416905,NH3,5,9,8
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","14-04-2025 13:00:00",21.847279,85.416905,CO,24,32,26
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","14-04-2025 13:00:00",22.265816,86.174829,OZONE,10,36,20
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","14-04-2025 13:00:00",22.18972222,84.86277778,PM2.5,109,161,130
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","14-04-2025 13:00:00",22.18972222,84.86277778,SO2,19,23,21
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","14-04-2025 13:00:00",22.220833,84.809444,NH3,1,2,1
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","14-04-2025 13:00:00",21.941841,86.728318,OZONE,9,88,35
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","14-04-2025 13:00:00",20.240790,85.836784,PM10,34,127,53
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","14-04-2025 13:00:00",20.34652,85.81630,CO,22,52,40
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","14-04-2025 13:00:00",20.34652,85.81630,OZONE,30,141,77
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","14-04-2025 13:00:00",22.06156703,85.47409613,PM2.5,NA,NA,NA
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","14-04-2025 13:00:00",22.06156703,85.47409613,NH3,4,4,4
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","14-04-2025 13:00:00",22.06156703,85.47409613,SO2,21,26,22
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","14-04-2025 13:00:00",22.06156703,85.47409613,OZONE,1,21,9
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","14-04-2025 13:00:00",21.8004996,83.8396977,OZONE,12,91,42
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","14-04-2025 13:00:00","20.48891     ","85.84768     ",CO,92,99,95
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","14-04-2025 13:00:00"," 16.5038",74.3623,NH3,5,7,6
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","14-04-2025 13:00:00",17.6336264,75.9132495,NO2,10,29,18
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","14-04-2025 13:00:00",17.6336264,75.9132495,SO2,2,6,4
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","14-04-2025 13:00:00",17.6336264,75.9132495,CO,4,18,16
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB","14-04-2025 13:00:00",17.6599188,75.9063906,SO2,7,57,21
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","14-04-2025 13:00:00",28.207266,76.829265,PM10,NA,NA,NA
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","14-04-2025 13:00:00",28.207266,76.829265,SO2,NA,NA,NA
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","14-04-2025 13:00:00",28.207266,76.829265,CO,1,29,24
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","14-04-2025 13:00:00",25.435774,75.644272,SO2,6,25,9
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","14-04-2025 13:00:00",25.435774,75.644272,OZONE,51,159,159
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","14-04-2025 13:00:00",24.892047,74.623527,OZONE,1,102,50
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","14-04-2025 13:00:00",28.296139,74.961696,OZONE,67,159,156
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","14-04-2025 13:00:00",26.895552,76.334753,PM2.5,16,90,52
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","14-04-2025 13:00:00",26.895552,76.334753,SO2,8,12,10
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","14-04-2025 13:00:00",26.253384,72.976571,OZONE,5,124,58
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","14-04-2025 13:00:00",26.506177,77.025989,NH3,10,25,14
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","14-04-2025 13:00:00",26.506177,77.025989,SO2,5,19,15
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","14-04-2025 13:00:00",25.164090,75.858137,PM10,97,176,127
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","14-04-2025 13:00:00",25.164090,75.858137,NH3,5,7,6
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","14-04-2025 13:00:00",25.164090,75.858137,OZONE,15,115,65
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","14-04-2025 13:00:00",25.196024,75.855668,NO2,13,70,32
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","14-04-2025 13:00:00",25.196024,75.855668,CO,6,45,26
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","14-04-2025 13:00:00",25.747299,71.393989,NO2,4,44,11
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","14-04-2025 13:00:00",25.747299,71.393989,SO2,4,8,6
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","14-04-2025 13:00:00",27.215415,77.50873,PM10,32,106,70
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","14-04-2025 13:00:00",27.215415,77.50873,CO,8,28,23
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","14-04-2025 13:00:00",25.339605,74.618883,SO2,7,66,24
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","14-04-2025 13:00:00",28.194909,76.862296,NO2,22,54,39
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","14-04-2025 13:00:00",28.194909,76.862296,SO2,4,25,12
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","14-04-2025 13:00:00",27.608912,75.153302,PM2.5,18,94,51
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","14-04-2025 13:00:00",24.885261,72.857549,PM2.5,23,50,38
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","14-04-2025 13:00:00",24.885261,72.857549,NO2,3,22,9
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","14-04-2025 13:00:00",24.885261,72.857549,NH3,2,5,3
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","14-04-2025 13:00:00",29.931624,73.864511,NH3,2,4,3
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","14-04-2025 13:00:00",29.931624,73.864511,OZONE,4,143,93
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","14-04-2025 13:00:00",26.159933,75.780517,NO2,6,36,19
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","14-04-2025 13:00:00",26.268249,73.0193853,NO2,12,48,21
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","14-04-2025 13:00:00",26.295810,73.082283,PM2.5,35,123,61
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","14-04-2025 13:00:00",26.215415,73.070156,NH3,9,30,16
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","14-04-2025 13:00:00",26.215415,73.070156,OZONE,5,85,47
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","14-04-2025 13:00:00",26.358805,73.047444,NH3,5,14,8
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","14-04-2025 13:00:00",26.253384,72.976571,PM2.5,21,134,47
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","14-04-2025 13:00:00",26.253384,72.976571,SO2,3,9,5
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","14-04-2025 13:00:00",27.213494,73.734444,PM10,122,408,183
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","14-04-2025 13:00:00",25.771061," 73.340227",PM2.5,31,267,98
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","14-04-2025 13:00:00",25.771061," 73.340227",CO,20,106,57
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","14-04-2025 13:00:00",24.041198,74.780702,CO,4,28,8
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","14-04-2025 13:00:00",25.036360,73.883502,NO2,7,48,19
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","14-04-2025 13:00:00",25.036360,73.883502,OZONE,30,117,72
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","14-04-2025 13:00:00",26.699557,77.898881,NO2,6,23,15
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","14-04-2025 13:00:00",26.699557,77.898881,OZONE,32,111,60
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","14-04-2025 13:00:00",23.837789,73.714926,OZONE,38,94,57
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","14-04-2025 13:00:00",29.610750,74.283608,NH3,10,25,16
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","14-04-2025 13:00:00",29.610750,74.283608,SO2,12,26,16
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","14-04-2025 13:00:00",26.902909,75.836858,SO2,1,42,14
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","14-04-2025 13:00:00",26.912329,70.909168,PM2.5,27,148,54
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","14-04-2025 13:00:00",26.912329,70.909168,OZONE,9,101,47
