country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","14-04-2025 13:00:00",25.344694,72.626208,NO2,7,43,16
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","14-04-2025 13:00:00",24.588397,76.172782,CO,32,70,49
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","14-04-2025 13:00:00",26.843698,75.766894,CO,8,64,28
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","14-04-2025 13:00:00",26.843698,75.766894,OZONE,26,249,249
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","14-04-2025 13:00:00",26.786682,75.827928,PM2.5,20,305,85
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","14-04-2025 13:00:00",26.786682,75.827928,PM10,NA,NA,NA
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB","14-04-2025 13:00:00",10.681158,78.741746,NH3,3,3,3
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","14-04-2025 13:00:00",11.258242,77.552761,PM2.5,13,54,37
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","14-04-2025 13:00:00",11.258242,77.552761,CO,40,43,42
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","14-04-2025 13:00:00",10.423417,78.784889,NO2,13,25,16
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","14-04-2025 13:00:00",9.36399,78.831977,NH3,1,1,1
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB","14-04-2025 13:00:00",12.952707,79.30394,PM10,NA,NA,NA
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB","14-04-2025 13:00:00",12.952707,79.30394,NO2,NA,NA,NA
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","14-04-2025 13:00:00",13.1662,80.2584,OZONE,33,41,37
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","14-04-2025 13:00:00",13.1036,80.2909,PM2.5,26,57,39
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","14-04-2025 13:00:00",11.0328,77.0349,PM10,32,90,62
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","14-04-2025 13:00:00",11.0328,77.0349,SO2,6,8,7
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","14-04-2025 13:00:00",10.942451,76.978996,NH3,1,1,1
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","14-04-2025 13:00:00",10.942451,76.978996,CO,24,30,28
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB","14-04-2025 13:00:00",11.6829898,79.7532099,NH3,NA,NA,NA
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","14-04-2025 13:00:00",17.37206,78.50864,OZONE,11,40,26
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","14-04-2025 13:00:00",17.528544,78.286195,PM2.5,54,55,55
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","14-04-2025 13:00:00",17.528544,78.286195,SO2,6,93,40
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","14-04-2025 13:00:00",17.528544,78.286195,CO,12,26,19
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","14-04-2025 13:00:00",17.4559458,78.4332152,PM2.5,34,500,478
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","14-04-2025 13:00:00",17.4559458,78.4332152,NO2,23,31,27
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","14-04-2025 13:00:00",17.417094,78.457437,NO2,18,38,26
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","14-04-2025 13:00:00",17.417094,78.457437,SO2,8,15,12
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","14-04-2025 13:00:00",17.417094,78.457437,OZONE,18,35,26
India,TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB","14-04-2025 13:00:00",12.909494,79.131861,OZONE,2,43,31
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","14-04-2025 13:00:00",9.559382,77.948828,NH3,5,5,5
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","14-04-2025 13:00:00",9.559382,77.948828,SO2,18,19,18
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","14-04-2025 13:00:00",17.540891,78.358528,SO2,3,9,6
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","14-04-2025 13:00:00",17.460103,78.334361,NO2,18,40,27
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","14-04-2025 13:00:00",17.518400,78.278777,PM2.5,30,101,53
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","14-04-2025 13:00:00",11.679111,78.125052,SO2,NA,NA,NA
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB","14-04-2025 13:00:00",10.7654824,79.1389968,SO2,16,17,16
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","14-04-2025 13:00:00",8.728442,77.6962,PM2.5,15,27,21
India,TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB","14-04-2025 13:00:00",12.909494,79.131861,NH3,1,4,2
India,TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB","14-04-2025 13:00:00",12.909494,79.131861,CO,15,16,16
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB","14-04-2025 13:00:00",10.358535,77.984321,CO,5,8,6
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","14-04-2025 13:00:00",13.4127,80.1081,NH3,3,14,5
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB","14-04-2025 13:00:00",12.746998,77.813811,CO,20,22,21
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB","14-04-2025 13:00:00",12.746998,77.813811,OZONE,26,85,44
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB","14-04-2025 13:00:00",10.967820,78.080882,NH3,4,4,4
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","14-04-2025 13:00:00",17.5316895,78.218939,CO,16,131,28
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","14-04-2025 13:00:00",17.5316895,78.218939,OZONE,8,39,24
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","14-04-2025 13:00:00",17.585705,78.126199,PM2.5,45,57,50
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","14-04-2025 13:00:00",17.585705,78.126199,CO,16,26,22
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","14-04-2025 13:00:00",17.544899,78.486949,NH3,2,3,2
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","14-04-2025 13:00:00",24.5886166,73.6321397,SO2,1,21,9
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","14-04-2025 13:00:00",24.5886166,73.6321397,CO,5,111,38
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","14-04-2025 13:00:00",24.5886166,73.6321397,OZONE,3,85,36
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB","14-04-2025 13:00:00",11.06825,79.07033,PM2.5,37,65,51
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB","14-04-2025 13:00:00",10.798548,79.838212,PM10,17,89,33
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","14-04-2025 13:00:00",11.4068288,76.7138973,PM10,NA,NA,NA
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","14-04-2025 13:00:00",11.4068288,76.7138973,SO2,NA,NA,NA
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","14-04-2025 13:00:00",11.4068288,76.7138973,CO,22,32,29
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","14-04-2025 13:00:00",28.757294,77.278792,PM2.5,49,330,207
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","14-04-2025 13:00:00",28.757294,77.278792,PM10,70,328,191
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","14-04-2025 13:00:00",28.757294,77.278792,SO2,2,81,26
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","14-04-2025 13:00:00",28.6603346,77.3572563,PM2.5,29,127,65
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","14-04-2025 13:00:00",26.730136,83.433859,NO2,11,12,11
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","14-04-2025 13:00:00",26.730136,83.433859,NH3,1,1,1
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","14-04-2025 13:00:00",26.730136,83.433859,SO2,39,41,40
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","14-04-2025 13:00:00",26.730136,83.433859,OZONE,6,15,9
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","14-04-2025 13:00:00",28.47272,77.482000,PM2.5,21,73,43
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","14-04-2025 13:00:00",26.868120,81.005119,CO,35,43,37
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","14-04-2025 13:00:00",26.906111,80.948222,PM10,11,408,95
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","14-04-2025 13:00:00",26.906111,80.948222,NO2,17,59,45
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","14-04-2025 13:00:00",26.906111,80.948222,OZONE,6,47,18
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","14-04-2025 13:00:00",26.90723,80.98579,OZONE,13,60,35
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","14-04-2025 13:00:00",26.8458805,80.9365541,NO2,48,58,51
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","14-04-2025 13:00:00",26.83399722,80.8917361,PM2.5,29,113,64
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","14-04-2025 13:00:00",26.83399722,80.8917361,NO2,31,48,38
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","14-04-2025 13:00:00",28.38910936,79.42963708,PM2.5,23,70,35
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","14-04-2025 13:00:00",28.38910936,79.42963708,NO2,2,2,2
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","14-04-2025 13:00:00",28.406963,77.849831,PM2.5,35,163,81
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","14-04-2025 13:00:00",28.406963,77.849831,PM10,79,167,113
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","14-04-2025 13:00:00",27.168897,78.376960,CO,27,30,28
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","14-04-2025 13:00:00",27.1594,78.3953,CO,1,6,2
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","14-04-2025 13:00:00",28.646233,77.358075,NO2,14,288,77
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","14-04-2025 13:00:00",27.19412,77.96237,NH3,5,25,12
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","14-04-2025 13:00:00",27.19862,77.92066,OZONE,2,6,4
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","14-04-2025 13:00:00",28.964949,77.278761,PM2.5,32,268,109
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","14-04-2025 13:00:00",28.964949,77.278761,PM10,58,282,161
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","14-04-2025 13:00:00",28.964949,77.278761,NH3,2,7,4
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","14-04-2025 13:00:00",28.359581,79.414455,PM2.5,NA,NA,NA
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","14-04-2025 13:00:00",23.8175497,91.2726974,NO2,6,24,14
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","14-04-2025 13:00:00",27.23711,78.01936,OZONE,2,53,10
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","14-04-2025 13:00:00",27.106972,78.000111,PM10,5,79,49
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","14-04-2025 13:00:00",27.106972,78.000111,SO2,12,18,15
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","14-04-2025 13:00:00",27.19865833,78.00598056,PM10,NA,NA,NA
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","14-04-2025 13:00:00",26.509954,80.249612,NO2,24,24,24
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","14-04-2025 13:00:00",26.4703136,80.3229863,PM2.5,29,183,58
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","14-04-2025 13:00:00",28.2348927,77.8683002,SO2,29,100,58
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","14-04-2025 13:00:00",26.766433,80.927299,PM10,37,262,74
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","14-04-2025 13:00:00",29.063510,77.709723,PM2.5,14,118,64
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","14-04-2025 13:00:00",29.063510,77.709723,OZONE,2,77,33
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","14-04-2025 13:00:00",28.83526,78.74460,PM10,28,127,61
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","14-04-2025 13:00:00",28.725645,77.749675,SO2,14,46,27
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","14-04-2025 13:00:00",26.428282,80.327067,NH3,2,2,2
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","14-04-2025 13:00:00",28.725645,77.749675,NO2,20,111,51
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","14-04-2025 13:00:00",28.725645,77.749675,NH3,8,12,10
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","14-04-2025 13:00:00",28.840739,78.697531,NO2,6,87,34
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","14-04-2025 13:00:00",28.840739,78.697531,NH3,5,9,7
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","14-04-2025 13:00:00",28.88528,78.73880,PM10,32,141,66
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","14-04-2025 13:00:00",28.856664,78.772638,NH3,6,8,6
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","14-04-2025 13:00:00",28.856664,78.772638,SO2,13,52,20
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","14-04-2025 13:00:00",28.849399,78.742362,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","14-04-2025 13:00:00",28.849399,78.742362,NH3,NA,NA,NA
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","14-04-2025 13:00:00",28.802625,78.753728,NH3,5,5,5
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","14-04-2025 13:00:00",22.7605581,88.3617589,PM2.5,44,81,54
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","14-04-2025 13:00:00",22.7605581,88.3617589,CO,64,82,67
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","14-04-2025 13:00:00",23.567923,87.306843,PM2.5,25,86,50
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","14-04-2025 13:00:00",23.567923,87.306843,PM10,57,144,99
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","14-04-2025 13:00:00",23.5087640,87.3544400,SO2,3,5,4
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB","14-04-2025 13:00:00",22.06047,88.109737,SO2,NA,NA,NA
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","14-04-2025 13:00:00",22.554954,88.292568,PM10,NA,NA,NA
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","14-04-2025 13:00:00",22.6025571,88.3105664,SO2,3,12,6
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","14-04-2025 13:00:00",22.611968,88.347422,NO2,21,27,23
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","14-04-2025 13:00:00",22.611968,88.347422,OZONE,8,13,11
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","14-04-2025 13:00:00",22.5687319,88.2797276,OZONE,18,97,43
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","14-04-2025 13:00:00",22.5367507,88.3638022,PM2.5,41,224,73
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","14-04-2025 13:00:00",28.569230,77.393848,NO2,28,228,92
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","14-04-2025 13:00:00",25.425602,81.917152,CO,3,17,8
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","14-04-2025 13:00:00",25.494,81.863,PM10,18,88,47
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","14-04-2025 13:00:00",25.494,81.863,NO2,12,16,12
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","14-04-2025 13:00:00",25.494,81.863,OZONE,2,56,25
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","14-04-2025 13:00:00",29.4723508,77.7194031,CO,12,107,16
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","14-04-2025 13:00:00",28.5447608,77.3231257,PM10,69,281,148
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","14-04-2025 13:00:00",28.5447608,77.3231257,CO,34,101,63
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","14-04-2025 13:00:00",28.5898,77.3101,PM2.5,28,118,59
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","14-04-2025 13:00:00",28.5898,77.3101,PM10,26,103,56
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","14-04-2025 13:00:00",25.3505986,82.9083074,OZONE,23,40,36
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","14-04-2025 13:00:00",25.32393,82.99687,PM2.5,8,70,29
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","14-04-2025 13:00:00",27.5714090,77.6557570,PM10,NA,NA,NA
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","14-04-2025 13:00:00",30.269444,78.044167,NO2,1,4,2
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","14-04-2025 13:00:00",29.2124114,78.9611753,PM2.5,39,121,67
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","14-04-2025 13:00:00",23.6181830,87.1057180,SO2,9,24,14
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","14-04-2025 13:00:00",23.616515,87.119133,PM10,60,157,108
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","14-04-2025 13:00:00","25.44919916 ","81.82735986 ",OZONE,10,11,11
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","14-04-2025 13:00:00",22.5367507,88.3638022,OZONE,17,79,36
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","14-04-2025 13:00:00",22.58157048,88.41002457,SO2,7,26,11
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","14-04-2025 13:00:00",22.58157048,88.41002457,OZONE,20,48,29
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","14-04-2025 13:00:00",22.556640,88.342674,PM10,55,91,66
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","14-04-2025 13:00:00",22.49929,88.36917,PM2.5,75,103,85
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","14-04-2025 13:00:00",22.49929,88.36917,PM10,77,106,89
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","14-04-2025 13:00:00",22.49929,88.36917,NH3,6,15,9
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","14-04-2025 13:00:00",22.49929,88.36917,OZONE,17,97,45
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","14-04-2025 13:00:00",22.627847,88.380669,NO2,18,29,23
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","14-04-2025 13:00:00",22.51106,88.35142,NH3,5,10,6
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","14-04-2025 13:00:00",26.6879226,88.4152495,PM2.5,26,49,36
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","14-04-2025 13:00:00",26.6879226,88.4152495,NO2,17,22,20
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","15-04-2025 05:00:00",11.654054,92.734055,PM2.5,NA,NA,NA
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","15-04-2025 05:00:00",11.654054,92.734055,NH3,1,3,2
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","15-04-2025 05:00:00",11.654054,92.734055,CO,24,71,44
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","15-04-2025 05:00:00",11.654054,92.734055,OZONE,2,21,4
